1374.622,1.361
1377.872,1.362
1382.546,1.36
1387.206,1.361
1390.407,1.359
1395.037,1.361
1399.711,1.36
1402.948,1.36
1407.658,1.36
1410.899,1.36
1415.549,1.36
1419.436,1.359
1424.128,1.36
1427.378,1.36
1432.095,1.359
1436.745,1.359
1440.001,1.359
1444.629,1.36
1447.906,1.36
1452.571,1.36
1456.823,1.36
1461.002,1.36
1465.631,1.359
1469.405,1.359
1474.069,1.359
1478.765,1.36
1482.519,1.358
1487.162,1.359
1490.464,1.359
1495.129,1.359
1498.368,1.359
1503.033,1.36
1507.729,1.36
1511.028,1.358
1515.714,1.358
1518.946,1.358
1523.607,1.359
1527.807,1.359
1532.033,1.357
1536.749,1.357
1540.006,1.359
1544.677,1.36
1547.95,1.36
1552.691,1.36
1555.968,1.36
1560.633,1.361
1563.877,1.361
1568.551,1.361
1572.792,1.36
1576.553,1.361
1581.242,1.361
1584.957,1.358
1589.622,1.357
1594.234,1.358
1597.499,1.358
1602.18,1.357
